fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,id
7.2,0.21,0.36,15.7,0.045,68.0,183.0,824
6.8,0.27,0.26,16.1,0.049,55.0,196.0,825
6.8,0.12,0.3,12.9,0.049,32.0,88.0,826
6.8,0.16,0.18,1.8,0.046,31.0,114.0,827
7.3,0.32,0.35,1.4,0.05,8.0,163.0,828
7.0,0.17,0.31,4.8,0.034,34.0,132.0,829
7.4,0.28,0.49,1.5,0.034,20.0,126.0,830
5.7,0.2,0.24,13.8,0.047,44.0,112.0,831
7.2,0.34,0.34,12.6,0.048,7.0,41.0,832
7.0,0.31,0.31,9.1,0.036,45.0,140.0,833
8.0,0.18,0.37,1.3,0.04,15.0,96.0,834
6.8,0.23,0.31,2.8,0.047,40.0,122.0,835
7.3,0.18,0.29,1.2,0.044,12.0,143.0,836
6.8,0.31,0.32,7.6,0.052,35.0,143.0,837
7.0,0.23,0.42,1.1,0.062,35.0,100.0,838
4.8,0.17,0.28,2.9,0.03,22.0,111.0,839
6.2,0.28,0.27,10.3,0.03,26.0,108.0,840
8.6,0.31,0.3,0.9,0.045,16.0,109.0,841
5.9,0.46,0.14,2.7,0.042,27.0,160.0,842
7.8,0.3,0.37,1.3,0.051,16.0,96.0,843
6.6,0.33,0.4,2.65,0.041,35.0,86.0,844
6.8,0.475,0.33,3.95,0.047,16.0,81.0,845
5.8,0.23,0.2,2.0,0.043,39.0,154.0,846
7.4,0.16,0.31,6.85,0.059,31.0,131.0,847
7.8,0.3,0.29,16.85,0.054,23.0,135.0,848
7.5,0.42,0.14,10.7,0.046,18.0,95.0,849
8.4,0.18,0.42,5.1,0.036,7.0,77.0,850
6.3,0.34,0.52,6.3,0.047,63.0,186.0,851
7.4,0.29,0.29,1.6,0.045,53.0,180.0,852
6.6,0.32,0.22,16.7,0.046,38.0,133.0,853
7.1,0.46,0.23,13.7,0.045,44.0,192.0,854
7.2,0.29,0.2,7.7,0.046,51.0,174.0,855
7.4,0.25,0.29,6.8,0.02,31.0,113.0,856
6.4,0.25,0.41,8.6,0.042,57.0,173.0,857
6.1,0.32,0.28,6.6,0.021,29.0,132.0,858
6.3,0.32,0.32,1.5,0.037,12.0,76.0,859
6.3,0.48,0.48,1.8,0.035,35.0,96.0,860
6.3,0.27,0.49,1.2,0.063,35.0,92.0,861
6.2,0.25,0.47,11.6,0.048,62.0,210.0,862
6.4,0.38,0.24,7.2,0.047,41.0,151.0,863
6.8,0.11,0.27,8.6,0.044,45.0,104.0,864
5.6,0.34,0.1,1.3,0.031,20.0,68.0,865
6.9,0.25,0.26,5.2,0.024,36.0,135.0,866
7.4,0.36,0.32,1.9,0.036,27.0,119.0,867
7.0,0.31,0.26,7.4,0.069,28.0,160.0,868
6.3,0.25,0.44,11.6,0.041,48.0,195.0,869
7.0,0.2,0.4,1.1,0.058,30.0,93.0,870
6.9,0.28,0.22,10.0,0.052,36.0,131.0,871
5.3,0.36,0.27,6.3,0.028,40.0,132.0,872
6.4,0.24,0.32,0.95,0.041,23.0,131.0,873
6.0,0.34,0.32,3.8,0.044,13.0,116.0,874
6.0,0.25,0.28,7.7,0.053,37.0,132.0,875
6.8,0.32,0.3,1.0,0.049,22.0,113.0,876
7.0,0.31,0.26,7.4,0.069,28.0,160.0,877
6.0,0.26,0.15,1.2,0.053,35.0,124.0,878
8.8,0.2,0.28,1.1,0.018,18.0,72.0,879
6.2,0.25,0.54,7.0,0.046,58.0,176.0,880
6.0,0.28,0.24,17.8,0.047,42.0,111.0,881
6.9,0.22,0.39,6.0,0.035,44.0,141.0,882
6.7,0.23,0.33,1.8,0.036,23.0,96.0,883
7.7,0.26,0.31,1.3,0.043,47.0,155.0,884
6.1,0.34,0.27,2.6,0.024,20.0,105.0,885
6.1,0.24,0.27,9.8,0.062,33.0,152.0,886
6.9,0.3,0.36,4.5,0.054,31.0,203.0,887
7.3,0.3,0.25,2.5,0.045,32.0,122.0,888
7.5,0.24,0.31,13.1,0.05,26.0,180.0,889
7.3,0.41,0.24,6.8,0.057,41.0,163.0,890
8.1,0.31,0.24,1.6,0.032,10.0,67.0,891
7.2,0.2,0.3,2.0,0.039,43.0,188.0,892
7.0,0.23,0.42,5.1,0.042,37.0,144.0,893
7.0,0.22,0.24,11.0,0.041,75.0,167.0,894
7.2,0.21,0.35,14.5,0.048,35.0,178.0,895
6.0,0.35,0.46,0.9,0.033,9.0,65.0,896
6.8,0.2,0.27,1.2,0.034,19.0,68.0,897
5.6,0.13,0.27,4.8,0.028,22.0,104.0,898
7.0,0.2,0.34,2.1,0.049,12.0,136.0,899
8.2,0.3,0.44,12.4,0.043,52.0,154.0,900
7.5,0.19,0.49,1.8,0.055,19.0,110.0,901
6.1,0.3,0.3,2.1,0.031,50.0,163.0,902
6.7,0.21,0.36,8.55,0.02,20.0,86.0,903
6.7,0.26,0.49,8.1,0.052,48.0,197.0,904
6.0,0.26,0.5,2.2,0.048,59.0,153.0,905
6.15,0.21,0.37,3.2,0.021,20.0,80.0,906
6.5,0.3,0.27,4.0,0.038,37.0,97.0,907
6.2,0.31,0.23,3.3,0.052,34.0,113.0,908
6.8,0.27,0.37,8.2,0.055,52.0,192.0,909
6.8,0.19,0.23,5.1,0.034,71.0,204.0,910
8.0,0.23,0.41,1.1,0.048,35.0,150.0,911
6.0,0.22,0.33,12.2,0.033,25.0,97.0,912
7.6,0.345,0.26,1.9,0.043,15.0,134.0,913
6.5,0.33,0.38,2.5,0.047,30.0,148.0,914
6.6,0.26,0.29,1.4,0.039,13.0,67.0,915
5.5,0.17,0.23,2.9,0.039,10.0,108.0,916
7.2,0.34,0.3,8.4,0.051,40.0,167.0,917
6.6,0.3,0.25,8.0,0.036,21.0,124.0,918
7.1,0.31,0.38,1.2,0.036,10.0,124.0,919
6.4,0.28,0.36,1.3,0.053,28.0,186.0,920
6.8,0.26,0.33,1.5,0.047,44.0,167.0,921
7.0,0.12,0.29,10.3,0.039,41.0,98.0,922
7.2,0.19,0.27,11.2,0.061,46.0,149.0,923
5.6,0.225,0.24,9.8,0.054,59.0,140.0,924
6.2,0.255,0.27,1.3,0.037,30.0,86.0,925
7.0,0.13,0.3,5.0,0.056,31.0,122.0,926
6.9,0.2,0.3,4.7,0.041,40.0,148.0,927
6.3,0.23,0.5,10.4,0.043,61.0,132.0,928
6.1,0.22,0.31,1.4,0.039,40.0,129.0,929
7.0,0.45,0.34,19.8,0.04,12.0,67.0,930
7.8,0.3,0.4,1.8,0.028,23.0,122.0,931
8.3,0.18,0.3,1.1,0.033,20.0,57.0,932
7.7,0.27,0.34,1.8,0.028,26.0,168.0,933
6.7,0.3,0.5,12.1,0.045,38.0,127.0,934
5.7,0.31,0.29,7.3,0.05,33.0,143.0,935
7.7,0.26,0.51,2.6,0.045,26.0,159.0,936
7.6,0.27,0.34,5.0,0.04,18.0,56.0,937
7.6,0.3,0.27,10.6,0.039,31.0,119.0,938
7.1,0.2,0.35,3.2,0.034,21.0,107.0,939
7.2,0.21,0.31,10.5,0.035,36.0,122.0,940
7.3,0.25,0.27,3.8,0.047,16.0,79.0,941
6.5,0.37,0.3,2.2,0.033,39.0,107.0,942
6.8,0.31,0.42,6.9,0.046,50.0,173.0,943
6.8,0.27,0.42,7.3,0.054,58.0,200.0,944
7.8,0.31,0.4,1.6,0.027,20.0,87.0,945
6.5,0.24,0.32,7.6,0.038,48.0,203.0,946
7.6,0.16,0.44,1.4,0.043,25.0,109.0,947
7.7,0.23,0.31,10.7,0.038,59.0,186.0,948
7.4,0.155,0.34,2.3,0.045,73.5,214.0,949
5.8,0.275,0.3,5.4,0.043,41.0,149.0,950
7.7,0.29,0.48,2.3,0.049,36.0,178.0,951
6.2,0.35,0.2,18.1,0.069,33.0,158.0,952
5.8,0.27,0.27,12.3,0.045,55.0,170.0,953
8.6,0.23,0.25,11.3,0.031,13.0,96.0,954
6.2,0.21,0.26,13.1,0.05,59.0,150.0,955
7.2,0.31,0.5,13.3,0.056,68.0,195.0,956
6.1,0.28,0.26,1.5,0.03,25.0,101.0,957
6.8,0.23,0.42,7.4,0.044,56.0,189.0,958
5.8,0.28,0.3,3.9,0.026,36.0,105.0,959
6.2,0.2,0.33,5.4,0.028,21.0,75.0,960
6.2,0.26,0.19,3.4,0.049,47.0,172.0,961
6.6,0.24,0.28,6.7,0.032,26.0,91.0,962
7.6,0.24,0.44,3.8,0.037,49.0,146.0,963
5.8,0.24,0.26,10.05,0.039,63.0,162.0,964
7.5,0.38,0.33,9.2,0.043,19.0,116.0,965
7.6,0.17,0.27,4.6,0.05,23.0,98.0,966
6.4,0.31,0.26,13.2,0.046,57.0,205.0,967
5.8,0.26,0.18,1.2,0.031,40.0,114.0,968
6.3,0.35,0.26,17.6,0.061,59.0,198.0,969
7.0,0.3,0.28,2.2,0.042,21.0,177.0,970
6.0,0.27,0.32,3.6,0.035,36.0,133.0,971
7.1,0.32,0.24,13.1,0.05,52.0,204.0,972
6.4,0.22,0.49,7.5,0.054,42.0,151.0,973
4.9,0.345,0.34,1.0,0.068,32.0,143.0,974
7.2,0.21,0.29,3.1,0.044,39.0,122.0,975
5.7,0.28,0.24,17.5,0.044,60.0,167.0,976
8.1,0.31,0.36,8.2,0.028,29.0,142.0,977
6.4,0.22,0.32,7.9,0.029,34.0,124.0,978
7.7,0.38,0.4,2.0,0.038,28.0,152.0,979
7.0,0.16,0.25,14.3,0.044,27.0,149.0,980
7.2,0.31,0.5,13.3,0.056,68.0,195.0,981
7.4,0.44,0.2,11.5,0.049,44.0,157.0,982
6.6,0.285,0.49,11.4,0.035,57.0,137.0,983
5.7,0.31,0.28,4.1,0.03,22.0,86.0,984
6.7,0.26,0.51,8.0,0.062,50.0,194.0,985
6.5,0.22,0.25,17.1,0.05,44.0,138.0,986
7.2,0.27,0.27,2.4,0.048,30.0,149.0,987
7.2,0.32,0.47,5.1,0.044,19.0,65.0,988
5.3,0.3,0.16,4.2,0.029,37.0,100.0,989
5.8,0.23,0.31,3.5,0.044,35.0,158.0,990
7.0,0.24,0.24,9.0,0.03,42.0,219.0,991
7.0,0.33,0.28,5.7,0.033,39.0,204.0,992
6.9,0.37,0.23,9.5,0.057,54.0,166.0,993
7.5,0.34,0.24,3.85,0.031,5.0,34.0,994
6.8,0.23,0.4,1.6,0.047,5.0,133.0,995
6.5,0.08,0.33,1.9,0.028,23.0,93.0,996
7.0,0.2,0.3,6.1,0.037,31.0,120.0,997
8.3,0.26,0.41,9.2,0.042,41.0,162.0,998
6.8,0.21,0.36,18.1,0.046,32.0,133.0,999
6.8,0.28,0.35,2.3,0.042,16.0,85.0,1000
5.9,0.27,0.32,2.0,0.034,31.0,102.0,1001
6.8,0.45,0.36,5.0,0.033,28.0,156.0,1002
7.7,0.26,0.34,6.4,0.05,36.0,163.0,1003
7.0,0.22,0.26,1.1,0.037,20.0,71.0,1004
6.3,0.32,0.26,12.0,0.049,63.0,170.0,1005
5.7,0.37,0.3,1.1,0.029,24.0,88.0,1006
7.3,0.32,0.25,7.2,0.056,47.0,180.0,1007
8.3,0.14,0.36,8.8,0.026,13.0,60.0,1008
7.3,0.25,0.36,2.1,0.034,30.0,177.0,1009
7.7,0.46,0.18,3.3,0.054,18.0,143.0,1010
6.4,0.41,0.01,6.1,0.048,20.0,70.0,1011
6.0,0.17,0.21,6.0,0.05,26.0,134.0,1012
7.1,0.36,0.4,1.95,0.033,26.0,118.0,1013
6.4,0.35,0.28,12.6,0.039,19.0,124.0,1014
7.0,0.3,0.49,4.7,0.036,17.0,105.0,1015
7.4,0.35,0.31,17.95,0.062,42.0,187.0,1016
6.2,0.26,0.37,7.1,0.047,54.0,201.0,1017
6.8,0.24,0.4,1.8,0.047,34.0,105.0,1018
6.6,0.28,0.42,8.2,0.044,60.0,196.0,1019
7.0,0.24,0.3,4.2,0.04,41.0,213.0,1020
6.2,0.27,0.43,7.8,0.056,48.0,244.0,1021
7.6,0.2,0.36,1.9,0.043,24.0,111.0,1022
6.8,0.32,0.34,6.0,0.05,5.0,129.0,1023
6.6,0.285,0.49,11.4,0.035,57.0,137.0,1024
6.6,0.24,0.22,12.3,0.051,35.0,146.0,1025
7.2,0.27,0.42,1.6,0.05,35.0,135.0,1026
6.0,0.28,0.49,6.8,0.048,61.0,222.0,1027
5.2,0.34,0.37,6.2,0.031,42.0,133.0,1028
6.3,0.48,0.04,1.1,0.046,30.0,99.0,1029
7.1,0.18,0.42,1.4,0.045,47.0,157.0,1030
7.6,0.19,0.41,1.1,0.04,38.0,143.0,1031
6.3,0.2,0.37,11.8,0.045,58.0,130.0,1032
6.2,0.2,0.25,15.0,0.055,8.0,120.0,1033
6.2,0.28,0.43,13.0,0.039,64.0,233.0,1034
6.4,0.28,0.29,1.6,0.052,34.0,127.0,1035
7.4,0.19,0.42,6.4,0.067,39.0,212.0,1036
5.7,0.14,0.3,5.4,0.045,26.0,105.0,1037
7.9,0.18,0.49,5.2,0.051,36.0,157.0,1038
6.7,0.27,0.3,13.9,0.029,34.0,131.0,1039
7.4,0.31,0.28,1.6,0.05,33.0,137.0,1040
5.9,0.24,0.28,1.3,0.032,36.0,95.0,1041
8.2,0.21,0.48,1.4,0.041,11.0,99.0,1042
7.5,0.29,0.26,14.95,0.067,47.0,178.0,1043
7.2,0.23,0.39,2.3,0.033,29.0,102.0,1044
8.3,0.16,0.37,7.9,0.025,38.0,107.0,1045
6.4,0.25,0.3,5.5,0.038,15.0,129.0,1046
6.3,0.29,0.14,7.05,0.045,50.0,177.0,1047
8.7,0.23,0.32,13.4,0.044,35.0,169.0,1048
6.9,0.38,0.29,13.65,0.048,52.0,189.0,1049
6.3,0.28,0.22,9.5,0.04,30.0,111.0,1050
4.4,0.32,0.39,4.3,0.03,31.0,127.0,1051
6.6,0.36,0.24,0.9,0.038,15.0,72.0,1052
7.8,0.29,0.29,3.15,0.044,41.0,117.0,1053
6.8,0.22,0.31,6.9,0.037,33.0,121.0,1054
5.7,0.22,0.29,3.5,0.04,27.0,146.0,1055
6.6,0.25,0.36,8.1,0.045,54.0,180.0,1056
6.1,0.35,0.24,2.3,0.034,25.0,133.0,1057
6.15,0.21,0.37,3.2,0.021,20.0,80.0,1058
6.6,0.28,0.3,7.8,0.049,57.0,202.0,1059
6.5,0.22,0.27,1.6,0.039,36.0,116.0,1060
7.4,0.27,0.26,11.8,0.053,55.0,173.0,1061
7.2,0.33,0.22,4.5,0.031,10.0,73.0,1062
7.7,0.39,0.28,4.9,0.035,36.0,109.0,1063
7.5,0.31,0.24,7.1,0.031,28.0,141.0,1064
6.4,0.32,0.31,1.9,0.037,34.0,126.0,1065
8.2,0.24,0.3,2.3,0.05,23.0,106.0,1066
6.2,0.37,0.24,6.1,0.032,19.0,86.0,1067
6.6,0.25,0.34,3.0,0.054,22.0,141.0,1068
6.2,0.18,0.3,1.0,0.031,23.0,73.0,1069
7.2,0.21,0.37,1.6,0.049,23.0,94.0,1070
7.4,0.37,0.35,5.7,0.061,12.0,94.0,1071
5.5,0.17,0.23,2.9,0.039,10.0,108.0,1072
5.1,0.35,0.26,6.8,0.034,36.0,120.0,1073
7.4,0.25,0.28,7.25,0.028,14.0,78.0,1074
6.0,0.29,0.2,12.6,0.045,45.0,187.0,1075
5.1,0.42,0.01,1.5,0.017,25.0,102.0,1076
7.3,0.25,0.26,7.2,0.048,52.0,207.0,1077
6.3,0.27,0.18,7.7,0.048,45.0,186.0,1078
6.5,0.23,0.36,16.3,0.038,43.0,133.0,1079
5.8,0.315,0.19,19.4,0.031,28.0,106.0,1080
6.9,0.15,0.28,4.4,0.029,14.0,107.0,1081
6.9,0.23,0.38,8.3,0.047,47.0,162.0,1082
7.7,0.3,0.26,18.95,0.053,36.0,174.0,1083
6.7,0.33,0.34,6.6,0.067,35.0,156.0,1084
6.6,0.14,0.44,1.6,0.042,47.0,140.0,1085
5.6,0.32,0.33,7.4,0.037,25.0,95.0,1086
7.6,0.21,0.44,1.9,0.036,10.0,119.0,1087
6.5,0.3,0.32,2.0,0.044,34.0,90.0,1088
7.7,0.35,0.49,8.65,0.033,42.0,186.0,1089
6.0,0.26,0.42,5.2,0.027,70.0,178.0,1090
5.8,0.3,0.42,1.1,0.036,19.0,113.0,1091
5.9,0.29,0.25,12.0,0.057,48.0,224.0,1092
6.8,0.36,0.32,1.6,0.039,10.0,124.0,1093
5.6,0.255,0.57,10.7,0.056,66.0,171.0,1094
6.4,0.26,0.25,10.7,0.046,66.0,179.0,1095
7.9,0.28,0.49,7.7,0.045,48.0,195.0,1096
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1097
5.5,0.16,0.31,1.2,0.026,31.0,68.0,1098
6.2,0.2,0.28,1.1,0.039,24.0,78.0,1099
7.2,0.14,0.35,1.2,0.036,15.0,73.0,1100
8.1,0.22,0.28,7.7,0.043,57.0,176.0,1101
6.7,0.24,0.29,6.8,0.038,54.0,127.0,1102
8.4,0.3,0.25,17.75,0.047,25.0,218.0,1103
7.0,0.23,0.26,7.2,0.041,21.0,90.0,1104
7.3,0.29,0.37,8.3,0.044,45.0,227.0,1105
6.6,0.31,0.37,6.2,0.052,13.0,164.0,1106
7.2,0.36,0.36,5.7,0.038,26.0,98.0,1107
7.6,0.35,0.46,14.7,0.047,33.0,151.0,1108
5.6,0.18,0.27,1.7,0.03,31.0,103.0,1109
6.3,0.27,0.23,2.9,0.047,13.0,100.0,1110
6.5,0.36,0.16,1.3,0.054,11.0,107.0,1111
7.1,0.45,0.24,2.7,0.04,24.0,87.0,1112
6.9,0.4,0.17,12.9,0.033,59.0,186.0,1113
6.7,0.13,0.57,6.6,0.056,60.0,150.0,1114
6.3,0.26,0.49,1.5,0.052,34.0,134.0,1115
7.3,0.24,0.3,2.5,0.042,31.0,104.0,1116
6.2,0.22,0.2,20.8,0.035,58.0,184.0,1117
6.2,0.16,0.32,1.1,0.036,74.0,184.0,1118
6.6,0.27,0.52,8.1,0.044,53.0,202.0,1119
5.9,0.4,0.32,6.0,0.034,50.0,127.0,1120
5.9,0.13,0.28,1.9,0.05,20.0,78.0,1121
7.0,0.48,0.12,4.5,0.05,23.0,86.0,1122
7.2,0.24,0.36,2.0,0.029,21.0,63.0,1123
7.0,0.22,0.26,2.8,0.036,44.0,132.0,1124
7.5,0.23,0.32,9.2,0.038,54.0,191.0,1125
6.5,0.28,0.28,8.5,0.047,54.0,210.0,1126
5.8,0.29,0.38,10.7,0.038,49.0,136.0,1127
8.2,0.36,0.29,7.6,0.035,37.0,122.0,1128
6.0,0.16,0.36,1.6,0.042,13.0,61.0,1129
7.3,0.19,0.27,1.6,0.027,35.0,136.0,1130
7.2,0.24,0.24,1.7,0.045,18.0,161.0,1131
5.0,0.33,0.16,1.5,0.049,10.0,97.0,1132
6.3,0.25,0.27,6.6,0.054,40.0,158.0,1133
8.0,0.22,0.42,14.6,0.044,45.0,163.0,1134
7.6,0.29,0.29,4.4,0.051,26.0,146.0,1135
6.4,0.28,0.22,12.8,0.039,51.0,150.0,1136
7.4,0.24,0.22,10.7,0.042,26.0,81.0,1137
7.1,0.21,0.31,3.8,0.021,40.0,142.0,1138
7.4,0.25,0.37,2.6,0.05,24.0,132.0,1139
8.0,0.4,0.33,7.7,0.034,27.0,98.0,1140
7.9,0.41,0.37,4.5,0.03,40.0,114.0,1141
7.6,0.17,0.46,0.9,0.036,63.0,147.0,1142
7.1,0.34,0.49,1.5,0.027,26.0,126.0,1143
7.5,0.35,0.48,12.4,0.056,61.0,176.5,1144
6.8,0.19,0.32,7.05,0.019,54.0,188.0,1145
7.5,0.24,0.31,13.1,0.05,26.0,180.0,1146
7.1,0.3,0.46,1.5,0.066,29.0,133.0,1147
6.3,0.18,0.22,1.5,0.043,45.0,155.0,1148
8.3,0.22,0.38,14.8,0.054,32.0,126.0,1149
7.5,0.42,0.2,1.4,0.06,15.0,168.0,1150
6.2,0.21,0.38,6.8,0.036,64.0,245.0,1151
7.9,0.17,0.32,1.6,0.053,47.0,150.0,1152
6.7,0.37,0.25,2.5,0.028,24.0,84.0,1153
7.1,0.39,0.35,12.5,0.044,26.0,72.0,1154
7.4,0.2,0.37,16.95,0.048,43.0,190.0,1155
6.4,0.27,0.45,8.3,0.05,52.0,196.0,1156
5.5,0.21,0.25,1.2,0.04,18.0,75.0,1157
5.3,0.43,0.11,1.1,0.029,6.0,51.0,1158
6.5,0.28,0.27,5.2,0.04,44.0,179.0,1159
5.9,0.23,0.24,1.6,0.037,32.0,115.0,1160
5.6,0.295,0.2,2.2,0.049,18.0,134.0,1161
5.8,0.32,0.31,2.7,0.049,25.0,153.0,1162
6.8,0.23,0.3,1.7,0.043,19.0,95.0,1163
7.7,0.34,0.28,11.0,0.04,31.0,117.0,1164
7.7,0.28,0.24,2.4,0.044,29.0,157.0,1165
5.7,0.16,0.26,6.3,0.043,28.0,113.0,1166
6.4,0.17,0.32,2.4,0.048,41.0,200.0,1167
6.0,0.27,0.31,5.0,0.043,54.0,170.0,1168
7.9,0.18,0.37,1.2,0.04,16.0,75.0,1169
7.6,0.23,0.34,1.6,0.043,24.0,129.0,1170
8.2,0.24,0.49,9.3,0.038,52.0,163.0,1171
7.4,0.39,0.23,7.0,0.033,29.0,126.0,1172
6.1,0.28,0.35,12.8,0.048,63.0,229.0,1173
5.7,0.24,0.47,6.3,0.069,35.0,182.0,1174
5.8,0.15,0.32,1.2,0.037,14.0,119.0,1175
6.9,0.24,0.33,4.8,0.04,16.0,131.0,1176
6.5,0.18,0.33,1.4,0.029,35.0,138.0,1177
7.0,0.14,0.49,5.9,0.053,22.0,118.0,1178
6.0,0.27,0.19,1.7,0.02,24.0,110.0,1179
7.0,0.22,0.28,10.6,0.039,32.0,117.0,1180
6.3,0.17,0.32,4.2,0.04,37.0,117.0,1181
7.0,0.36,0.32,10.05,0.045,37.0,131.0,1182
8.0,0.2,0.44,1.0,0.057,24.0,111.0,1183
5.8,0.27,0.2,7.3,0.04,42.0,145.0,1184
6.2,0.37,0.22,8.3,0.025,36.0,216.0,1185
6.9,0.26,0.27,4.2,0.031,20.0,80.0,1186
6.4,0.26,0.49,6.4,0.037,37.0,161.0,1187
6.3,0.19,0.29,2.0,0.022,33.0,96.0,1188
7.7,0.11,0.34,14.05,0.04,41.0,114.0,1189
6.5,0.18,0.41,14.2,0.039,47.0,129.0,1190
7.4,0.22,0.27,1.6,0.057,45.0,98.0,1191
6.6,0.45,0.43,7.2,0.064,31.0,186.0,1192
6.5,0.32,0.34,5.7,0.044,27.0,91.0,1193
7.0,0.11,0.32,4.6,0.057,59.0,144.0,1194
7.1,0.2,0.27,9.6,0.037,19.0,105.0,1195
6.0,0.28,0.52,6.2,0.028,37.0,104.0,1196
7.6,0.15,0.35,4.3,0.051,23.0,98.0,1197
7.1,0.44,0.37,2.7,0.041,35.0,128.0,1198
6.8,0.21,0.27,18.15,0.042,41.0,146.0,1199
7.4,0.26,0.29,3.7,0.048,14.0,73.0,1200
6.9,0.23,0.4,7.5,0.04,50.0,151.0,1201
7.0,0.16,0.25,14.3,0.044,27.0,149.0,1202
8.0,0.24,0.33,1.2,0.044,28.0,101.0,1203
7.2,0.2,0.38,1.0,0.037,21.0,74.0,1204
8.8,0.34,0.33,9.7,0.036,46.0,172.0,1205
6.4,0.26,0.3,2.2,0.025,33.0,134.0,1206
7.1,0.2,0.36,11.6,0.042,45.0,124.0,1207
6.0,0.32,0.3,1.9,0.033,41.0,142.0,1208
6.9,0.29,0.4,19.45,0.043,36.0,156.0,1209
6.9,0.44,0.27,5.0,0.038,33.0,166.0,1210
6.4,0.28,0.43,7.1,0.045,60.0,221.0,1211
6.6,0.22,0.28,12.05,0.058,25.0,125.0,1212
5.4,0.265,0.28,7.8,0.052,27.0,91.0,1213
6.8,0.26,0.24,1.9,0.043,70.0,154.0,1214
8.2,0.26,0.33,2.6,0.053,11.0,71.0,1215
6.7,0.13,0.29,5.3,0.051,31.0,122.0,1216
6.1,0.14,0.25,1.3,0.047,37.0,173.0,1217
6.0,0.22,0.28,1.1,0.034,47.0,90.0,1218
5.9,0.17,0.29,3.1,0.03,32.0,123.0,1219
8.5,0.23,0.4,9.9,0.036,24.0,88.0,1220
7.6,0.36,0.48,13.5,0.038,44.0,116.0,1221
6.3,0.24,0.29,13.7,0.035,53.0,134.0,1222
6.6,0.17,0.28,1.1,0.034,55.0,108.0,1223
6.9,0.31,0.33,12.7,0.038,33.0,116.0,1224
7.0,0.17,0.37,5.7,0.025,29.0,111.0,1225
6.2,0.22,0.28,2.2,0.04,24.0,125.0,1226
4.9,0.235,0.27,11.75,0.03,34.0,118.0,1227
6.7,0.16,0.36,2.0,0.045,24.0,131.0,1228
6.7,0.24,0.41,9.4,0.04,49.0,166.0,1229
7.6,0.16,0.44,1.4,0.043,25.0,109.0,1230
