density,pH,sulphates,alcohol,id
0.99654,3.16,0.51,9.1,694
0.9932,2.95,0.39,10.2,695
0.9957,3.09,0.4,9.0,696
0.99956,3.11,0.53,9.1,697
0.9934,3.26,0.55,9.3,698
0.992,3.25,0.42,11.4,699
0.994,3.38,0.47,10.1,700
0.9956,3.29,0.52,10.0,701
0.9887,2.96,0.35,12.0,702
0.99518,3.2,0.4,10.8,703
0.98944,3.22,0.39,12.8,704
0.99135,3.08,0.6,11.3,705
0.9957,3.5,0.44,9.6,706
0.99486,3.31,0.56,10.6,707
0.99855,3.24,0.48,9.0,708
0.99133,3.2,0.54,11.1,709
0.99316,3.15,0.6,10.0,710
0.99295,3.36,0.62,10.5,711
0.994,3.14,0.42,9.7,712
0.99246,3.28,0.57,10.6,713
0.9897,3.37,0.55,12.05,714
0.9953,3.12,0.59,9.9,715
0.99941,2.94,0.64,8.8,716
0.9924,3.3,0.57,10.9,717
0.99644,3.17,0.37,11.2,719
0.9923,3.3,0.39,10.5,720
0.98958,3.18,0.7,11.7,721
0.998,3.06,0.53,8.9,722
0.99943,3.12,0.61,9.3,723
0.9977,3.13,0.51,8.9,724
0.9972,3.3,0.36,8.9,725
0.99776,3.2,0.49,10.1,726
0.99182,3.34,0.46,11.4,727
0.99035,3.24,0.52,11.3,728
0.99288,3.23,0.58,9.55,729
0.9965,3.03,0.61,9.5,730
0.99406,3.11,0.45,10.9,731
0.99869,3.14,0.57,9.1,732
0.9935,3.11,0.42,9.5,733
0.99628,3.07,0.4,9.4,734
0.9962,3.1,0.54,10.6,735
0.9928,3.3,0.46,9.6,736
0.99437,3.13,0.5,10.0,737
0.9941,2.96,0.44,10.0,738
0.99642,3.17,0.44,9.1,739
0.9966,3.38,0.55,10.1,740
0.9917,3.33,0.75,11.4,741
0.99428,3.09,0.49,9.8,742
0.9911,3.35,0.4,11.4,743
0.9886,3.24,0.56,13.4,744
0.99194,3.0,0.35,10.5,745
0.9973,3.16,0.37,9.0,746
0.99244,2.79,0.52,10.9,747
0.99074,3.33,0.42,10.9,748
0.9893,3.51,0.38,12.5,749
0.9912,3.31,0.52,11.6,750
0.9971,3.36,0.5,10.4,751
0.99528,3.08,0.38,10.6,752
0.99058,3.1,0.33,11.8,753
0.9917,3.19,0.48,10.5,754
0.98912,3.23,0.37,12.2,755
0.99042,3.16,0.42,12.5,756
0.99215,3.29,0.46,10.7,757
0.98942,3.16,0.48,12.0,758
0.9914,2.93,0.59,12.5,759
0.99146,3.05,0.56,11.1,760
0.99882,3.17,0.52,10.0,761
0.996,3.08,0.4,10.1,762
0.99578,3.15,0.5,9.5,763
0.9924,3.37,0.45,11.1,764
0.99773,3.2,0.44,9.0,765
0.99792,2.96,0.39,9.0,766
0.99544,3.2,0.56,11.0,767
0.9959,3.19,0.5,9.4,768
0.99904,3.06,0.5,9.2,769
0.9958,3.14,0.34,10.8,770
0.9949,3.13,0.49,10.3,771
0.9957,3.23,0.62,9.4,772
0.9926,3.05,0.41,10.5,773
0.99052,3.18,0.67,12.4,774
0.9986,3.14,0.49,9.1,775
0.98963,3.26,0.58,12.75,776
0.9948,3.26,0.51,9.1,777
0.99018,3.34,0.54,12.8,778
0.99521,3.34,0.52,10.2,779
0.99159,3.31,0.63,11.3,780
0.99168,3.38,0.43,12.2,781
0.992,3.55,0.49,11.2,782
0.99,3.28,0.51,13.4,783
0.9941,3.46,0.44,10.8,784
0.99304,3.1,0.55,11.2,785
0.99855,3.24,0.48,9.0,786
0.99425,3.26,0.36,10.0,787
0.99278,2.99,0.4,10.8,788
0.99251,3.3,0.43,9.9,789
0.99038,2.93,0.32,11.5,790
0.9912,3.3,0.44,11.1,791
0.9928,3.41,0.36,11.3,792
0.9925,3.44,0.52,10.8,793
0.99802,3.42,0.42,9.7,794
0.99692,3.07,0.58,9.6,795
0.9948,3.33,0.49,10.7,796
0.99254,3.04,0.47,11.4,797
0.9934,3.01,0.33,11.1,798
0.98972,3.36,0.66,12.5,799
0.98976,3.27,0.34,12.9,800
0.99297,3.05,0.5,9.5,801
0.99126,3.18,0.46,12.6,802
0.99185,3.32,0.44,11.2,803
0.9921,3.38,0.51,11.4,804
0.9917,3.24,0.36,10.7,805
0.992,3.38,0.44,11.2,806
0.9911,3.28,0.46,12.0,807
0.992,3.13,0.38,10.5,808
0.98938,3.27,0.53,12.8,809
0.997,3.15,0.5,9.5,810
0.996,3.38,0.45,10.0,811
0.99062,3.15,0.57,13.2,812
0.9912,3.16,0.48,10.8,813
0.9969,3.12,0.53,9.2,814
0.9983,3.36,0.4,9.5,815
0.9979,3.23,0.57,9.0,816
0.9948,3.52,0.47,10.0,817
0.99304,3.14,0.44,11.3,818
0.99579,3.16,0.5,9.4,819
0.99124,2.96,0.37,12.5,820
0.98963,3.23,0.58,13.1,821
0.99578,3.1,0.45,10.4,822
0.995,3.5,0.45,10.9,823
0.99922,3.25,0.76,9.4,824
0.9984,3.15,0.5,9.3,825
0.99654,3.2,0.35,9.9,826
0.99226,3.27,0.55,10.8,827
0.99244,3.24,0.42,10.7,828
0.9944,3.36,0.48,9.6,829
0.9918,2.98,0.39,10.6,830
0.99837,2.97,0.66,8.8,831
0.9942,3.19,0.4,11.7,832
0.99216,2.98,0.31,12.0,833
0.9912,3.06,0.61,12.1,834
0.99126,3.06,0.64,10.9,835
0.9918,3.2,0.48,11.3,836
0.9959,3.14,0.38,9.0,837
0.99318,3.04,0.4,9.2,838
0.9902,3.38,0.34,11.3,839
0.99388,3.2,0.36,10.7,840
0.99249,2.95,0.39,10.1,841
0.9931,3.46,0.51,10.6,842
0.9941,3.32,0.62,10.0,843
0.98916,3.11,0.39,13.3,844
0.98988,3.23,0.53,13.4,845
0.99226,3.21,0.39,10.2,846
0.9952,3.29,0.34,9.7,847
0.9998,3.16,0.38,9.0,848
0.9959,3.22,0.33,10.7,849
0.9939,3.16,0.52,11.7,850
0.99481,3.18,0.44,9.6,851
0.9936,3.34,0.68,10.5,852
0.9979,3.22,0.67,10.4,853
0.9981,3.11,0.53,9.4,854
0.99582,3.16,0.52,9.5,855
0.99338,3.13,0.29,10.8,856
0.9965,3.0,0.44,9.1,857
0.99188,3.15,0.36,11.45,858
0.98993,3.3,0.46,12.3,859
0.99121,3.49,0.74,12.2,860
0.9911,3.38,0.42,12.2,861
0.9968,3.19,0.5,9.5,862
0.99604,3.11,0.6,9.2,863
0.99454,3.2,0.37,9.9,864
0.9906,3.36,0.51,11.2,865
0.9948,3.16,0.72,10.7,866
0.99196,3.15,0.49,11.2,867
0.9954,3.13,0.46,9.8,868
0.9968,3.18,0.52,9.5,869
0.99322,3.03,0.38,9.2,870
0.99696,3.08,0.46,9.6,871
0.99186,3.37,0.4,11.6,872
0.99033,3.25,0.35,11.8,873
0.99108,3.39,0.44,11.8,874
0.99489,3.06,0.5,9.4,875
0.99289,3.24,0.61,10.2,876
0.9954,3.13,0.46,9.8,877
0.99347,3.08,0.46,8.8,878
0.9926,2.97,0.35,10.4,879
0.99454,3.19,0.7,10.4,880
0.99896,3.1,0.45,8.9,881
0.99123,3.11,0.33,12.5,882
0.9925,3.32,0.4,10.8,883
0.9937,3.42,0.5,10.1,884
0.9906,3.4,0.67,12.2,885
0.9966,3.31,0.47,9.5,886
0.99513,3.4,0.57,10.4,887
0.99329,3.18,0.54,10.3,888
0.99884,3.05,0.53,9.1,889
0.9949,3.2,0.41,9.9,890
0.9924,3.08,0.47,10.5,891
0.9911,3.3,0.41,12.0,892
0.99518,3.5,0.59,10.2,893
0.99508,2.98,0.56,10.5,894
0.9982,3.05,0.47,8.9,895
0.98934,3.24,0.35,12.1,896
0.9902,3.14,0.37,11.7,897
0.9948,3.34,0.45,9.2,898
0.9922,3.25,0.46,11.6,899
0.99452,3.04,0.33,12.0,900
0.9946,3.33,0.44,9.9,901
0.9895,3.39,0.43,12.7,902
0.99146,3.19,0.22,13.4,903
0.99558,3.19,0.48,9.5,904
0.9928,3.08,0.61,9.8,905
0.99076,3.39,0.47,12.0,906
0.99026,3.2,0.6,12.6,907
0.99429,3.16,0.48,8.4,908
0.99586,3.11,0.52,9.5,909
0.9942,3.23,0.69,10.1,910
0.99168,3.09,0.47,11.2,911
0.99356,3.17,0.42,11.3,912
0.9936,3.08,0.38,9.5,913
0.98964,3.17,0.43,12.7,914
0.9915,3.05,0.49,10.9,915
0.99243,3.28,0.5,10.0,916
0.99756,3.48,0.62,9.7,917
0.99362,3.06,0.38,10.8,918
0.9924,3.14,0.44,9.9,919
0.99211,3.31,0.45,10.8,920
0.9928,3.12,0.44,10.5,921
0.99564,3.19,0.38,9.8,922
0.99772,2.99,0.59,9.3,923
0.99545,3.17,0.39,10.2,924
0.98834,3.05,0.59,12.9,925
0.9945,3.47,0.42,10.5,926
0.9932,3.16,0.35,10.2,927
0.99542,2.86,0.46,9.1,928
0.99193,3.45,0.59,10.9,929
0.9976,3.07,0.38,11.0,930
0.9914,3.14,0.39,10.9,931
0.99109,3.02,0.51,11.0,932
0.9911,2.99,0.48,12.1,933
0.9974,3.04,0.53,8.9,934
0.99126,3.0,0.5,11.2,936
0.99084,3.06,0.48,12.4,937
0.99815,3.27,0.3,9.3,938
0.99195,3.11,0.54,11.1,939
0.99478,3.12,0.4,10.6,940
0.99173,3.07,0.46,11.3,941
0.98894,3.22,0.53,13.5,942
0.9958,3.19,0.46,9.0,943
0.99556,3.12,0.49,9.4,944
0.9911,3.15,0.48,11.9,945
0.9958,3.45,0.54,9.7,946
0.9932,3.11,0.75,10.3,947
0.9969,3.12,0.55,9.5,948
0.9934,3.18,0.61,9.9,949
0.9926,3.33,0.42,10.8,950
0.9931,3.17,0.64,10.6,951
0.99908,3.15,0.5,8.8,952
0.9972,3.28,0.42,9.3,953
0.99645,3.11,0.4,10.8,954
0.99772,3.31,0.46,9.0,955
0.9982,3.01,0.47,9.2,956
0.98894,3.03,0.41,12.1,957
0.9958,3.22,0.48,9.3,958
0.98963,3.26,0.58,12.75,959
0.99012,3.36,0.41,13.5,960
0.9924,3.14,0.43,10.4,961
0.99172,3.13,0.32,12.3,962
0.9911,3.06,0.37,11.6,963
0.99375,3.33,0.5,11.2,964
0.99444,3.08,0.42,11.4,965
0.99422,3.08,0.47,9.5,966
0.9975,3.17,0.41,9.6,967
0.9908,3.42,0.4,11.0,968
0.99918,3.11,0.49,8.8,969
0.99166,3.2,0.57,11.4,970
0.99215,3.23,0.46,10.8,971
0.998,3.1,0.49,8.8,972
0.9948,3.27,0.52,10.1,973
0.99138,3.24,0.4,10.1,974
0.99143,3.0,0.6,11.3,975
0.9989,3.31,0.44,9.4,976
0.9925,3.01,0.34,13.0,977
0.9948,3.4,0.39,10.2,978
0.9906,3.18,0.32,12.9,979
0.998,2.91,0.46,9.2,980
0.9982,3.01,0.47,9.2,981
0.998,3.27,0.44,9.0,982
0.99732,3.08,0.54,8.9,983
0.99062,3.31,0.38,11.7,984
0.99545,3.13,0.5,9.6,985
10.001,3.3,0.37,8.8,986
0.9936,3.1,0.51,9.2,987
0.991,3.03,0.41,12.6,988
0.9905,3.3,0.36,11.8,989
0.98998,3.19,0.37,12.1,990
0.99636,3.47,0.46,10.2,991
0.99176,3.17,0.64,12.5,992
0.99568,3.23,0.42,10.0,993
0.99098,3.01,0.36,11.8,994
0.993,3.23,0.7,11.4,995
0.991,3.34,0.7,12.0,996
0.9939,3.24,0.51,10.8,997
0.9944,3.1,0.38,12.0,998
1.0,3.27,0.48,8.8,999
0.9906,3.19,0.56,12.4,1000
0.98952,3.16,0.56,12.3,1001
0.991,3.11,0.4,12.4,1002
0.9937,3.19,0.7,11.5,1003
0.9902,3.1,0.38,11.7,1004
0.9961,3.14,0.55,9.9,1005
0.98883,3.18,0.39,11.7,1006
0.9961,3.08,0.47,8.8,1007
0.9956,3.13,0.35,11.05,1008
0.99085,3.25,0.4,11.9,1009
0.99392,3.12,0.51,10.8,1010
0.99362,3.19,0.42,10.0,1011
0.9939,3.08,0.54,9.8,1012
0.98934,3.2,0.45,13.5,1013
0.99539,3.2,0.43,10.6,1014
0.9916,3.26,0.68,12.4,1015
10.002,3.27,0.64,9.1,1016
0.99523,3.19,0.48,9.5,1017
0.99,3.13,0.49,12.8,1018
0.99562,3.14,0.48,9.4,1019
0.9927,3.28,0.49,11.8,1020
0.9956,3.1,0.51,9.0,1021
0.99237,3.29,0.54,11.3,1022
0.9953,3.19,0.4,9.1,1023
0.99732,3.08,0.54,8.9,1024
0.99676,3.1,0.67,9.4,1025
0.992,2.94,0.46,11.0,1026
0.9953,3.19,0.47,9.3,1027
0.99076,3.25,0.41,12.5,1028
0.9928,3.24,0.36,9.6,1029
0.9916,2.95,0.31,10.5,1030
0.9907,2.92,0.42,11.4,1031
0.99519,3.2,0.35,10.8,1032
0.99767,3.19,0.53,9.6,1033
0.99745,3.08,0.38,8.9,1034
0.9929,3.48,0.56,10.5,1035
0.9958,3.3,0.33,9.6,1036
0.99469,3.32,0.45,9.3,1037
0.9953,3.18,0.48,10.6,1038
0.9953,3.36,0.5,12.0,1039
0.9929,3.31,0.56,10.5,1040
0.98889,3.08,0.64,12.9,1041
0.9958,3.17,0.57,9.9,1042
0.99838,3.04,0.49,9.2,1043
0.9908,3.26,0.54,12.3,1044
0.99306,2.93,0.37,11.9,1045
0.9948,3.14,0.49,9.6,1046
0.99564,3.23,0.42,9.0,1047
0.99975,3.12,0.47,8.8,1048
0.99784,3.0,0.6,9.5,1049
0.99338,3.05,0.31,10.8,1050
0.98904,3.46,0.36,12.8,1051
0.99066,3.23,0.39,11.0,1052
0.99153,3.24,0.35,11.5,1053
0.99176,3.02,0.39,11.9,1054
0.98999,3.17,0.36,12.1,1055
0.9958,3.08,0.42,9.2,1056
0.9906,3.34,0.59,12.0,1057
0.99076,3.39,0.47,12.0,1058
0.9958,3.24,0.39,9.5,1059
0.99178,3.38,0.57,11.0,1060
0.99699,3.11,0.6,9.8,1061
0.99076,2.97,0.52,12.2,1062
0.9918,3.19,0.58,12.2,1063
0.99397,3.16,0.38,10.6,1064
0.99,3.06,0.45,11.8,1065
0.99397,2.98,0.5,10.0,1066
0.98934,3.04,0.26,13.4,1067
0.99338,3.26,0.47,10.4,1068
0.99032,3.23,0.52,11.3,1069
0.9924,3.16,0.48,10.9,1070
0.9965,3.48,0.69,10.7,1071
0.99243,3.28,0.5,10.0,1072
0.99188,3.38,0.4,11.5,1073
0.99238,2.94,0.37,11.5,1074
0.9972,3.33,0.42,9.5,1075
0.9894,3.38,0.36,12.3,1076
0.99587,3.12,0.37,9.2,1077
0.9962,3.23,0.47,9.0,1078
0.99924,3.26,0.41,8.8,1079
0.99704,2.97,0.4,10.55,1080
0.99347,3.24,0.46,10.4,1081
0.9954,3.34,0.52,10.5,1082
0.99976,3.2,0.5,10.4,1083
0.99542,3.11,0.48,9.3,1084
0.993,3.32,0.51,10.2,1085
0.99268,3.25,0.49,11.1,1086
0.9913,3.01,0.7,12.8,1087
0.99185,3.37,0.68,11.0,1088
0.9931,3.14,0.38,12.4,1089
0.9914,3.4,0.4,12.3,1090
0.98871,3.1,0.46,12.6,1091
0.9981,3.23,0.41,9.0,1092
0.9948,3.3,0.67,9.6,1093
0.99464,3.25,0.61,10.4,1094
0.99606,3.17,0.55,9.9,1095
0.9954,3.04,0.55,11.0,1096
10.003,3.21,0.69,8.6,1097
0.9899,3.36,0.47,12.1,1099
0.9938,3.46,0.39,9.9,1100
0.9954,3.12,0.55,10.0,1101
0.9932,3.33,0.46,11.6,1102
100.016,2.98,0.66,9.1,1103
0.99509,3.22,0.55,9.5,1104
0.9966,3.12,0.47,9.0,1105
0.99602,3.24,0.39,8.8,1106
0.9914,2.93,0.59,12.5,1107
0.99709,3.03,0.53,10.3,1108
0.98892,3.35,0.37,12.9,1109
0.9936,3.28,0.43,9.8,1110
0.99398,3.19,0.39,8.5,1111
0.98862,2.94,0.38,13.4,1112
0.99754,3.08,0.49,9.4,1113
0.99548,2.96,0.43,9.4,1114
0.9924,2.99,0.61,9.8,1115
0.9911,3.05,0.56,11.3,1116
100.022,3.11,0.53,9.0,1117
0.99096,3.22,0.41,11.0,1118
0.99548,3.18,0.48,9.5,1119
0.992,3.51,0.58,12.5,1120
0.9918,3.43,0.64,10.8,1121
0.99398,2.86,0.35,9.0,1122
0.99076,3.13,0.63,12.5,1123
0.99078,3.34,0.41,12.0,1124
0.9966,3.04,0.56,9.7,1125
0.9962,3.09,0.54,8.9,1126
0.99366,3.11,0.59,11.2,1127
0.9939,3.16,0.34,12.0,1128
0.99143,3.22,0.54,10.8,1129
0.99248,3.38,0.54,11.0,1130
0.99196,3.25,0.53,11.2,1131
0.9917,3.48,0.44,10.7,1132
0.99378,3.2,0.48,10.3,1133
10.003,3.21,0.69,8.6,1134
0.9939,3.16,0.39,10.2,1135
0.99535,3.23,0.43,10.7,1136
0.9954,2.86,0.36,9.7,1137
0.99215,3.17,0.39,10.8,1138
0.99138,3.04,0.53,11.2,1139
0.9935,3.18,0.41,12.2,1140
0.992,3.17,0.54,12.4,1141
0.99126,3.02,0.41,10.7,1142
0.99,3.3,0.33,12.2,1143
0.99803,2.97,0.52,8.8,1144
0.9935,3.25,0.37,11.1,1145
0.99884,3.05,0.53,9.1,1146
0.9906,3.12,0.54,12.7,1147
0.99238,3.19,0.48,10.2,1148
10.002,3.22,0.5,9.7,1149
0.9944,3.06,0.4,9.4,1150
0.9951,3.06,0.36,9.3,1151
0.9948,3.29,0.76,9.6,1152
0.9909,3.14,0.36,11.7,1153
0.9941,3.17,0.29,11.6,1154
0.9995,3.03,0.42,9.2,1155
0.9955,3.18,0.48,9.5,1156
0.99006,3.31,0.56,11.3,1157
0.99076,3.51,0.48,11.2,1158
0.9948,3.19,0.69,9.4,1159
0.99076,3.21,0.51,11.4,1160
0.99378,3.21,0.68,10.0,1161
0.99067,3.44,0.73,12.2,1162
0.99207,3.17,0.46,10.7,1163
0.99815,3.27,0.29,9.2,1164
0.99312,3.27,0.56,10.6,1165
0.9936,3.06,0.58,9.9,1166
0.9938,3.5,0.5,9.7,1167
0.9924,3.28,0.52,11.0,1168
0.992,3.18,0.63,10.8,1169
0.99305,3.12,0.7,10.4,1170
0.9952,3.02,0.33,10.6,1171
0.994,3.14,0.42,10.5,1172
0.9975,3.08,0.4,8.9,1173
0.99137,3.19,0.5,10.2,1175
0.9936,3.26,0.64,10.7,1176
0.99114,3.36,0.6,11.5,1177
0.9954,3.36,0.36,9.4,1178
0.9898,3.32,0.47,12.6,1179
0.99355,3.05,0.55,11.5,1180
0.99182,3.24,0.43,11.3,1181
0.99352,3.09,0.33,11.7,1182
0.99158,3.09,0.32,11.2,1183
0.99442,3.15,0.48,9.8,1184
0.9964,3.33,0.6,9.6,1185
0.99089,3.12,0.39,11.5,1186
0.9954,3.38,0.53,9.7,1187
0.98902,3.04,0.54,12.8,1188
0.99634,3.07,0.59,11.0,1189
0.99678,3.28,0.72,10.3,1190
0.99299,3.29,0.44,9.9,1191
0.9954,3.12,0.44,9.4,1192
0.99184,3.28,0.6,12.0,1193
0.9956,3.55,0.44,9.4,1194
0.99444,3.04,0.37,10.5,1195
0.99161,3.28,0.51,11.8,1196
0.99422,3.1,0.44,9.5,1197
0.9896,3.07,0.43,13.5,1198
10.001,3.3,0.36,8.7,1199
0.9915,3.06,0.45,11.4,1200
0.9927,3.11,0.27,11.4,1201
0.998,2.91,0.46,9.2,1202
0.99035,3.03,0.43,12.5,1203
0.9918,3.21,0.37,11.0,1204
0.9966,3.08,0.4,10.2,1205
0.992,3.21,0.47,10.6,1206
0.997,2.92,0.59,9.5,1207
0.98912,3.29,0.42,12.8,1208
0.9996,2.93,0.47,8.9,1209
0.99124,3.2,0.42,12.2,1210
0.9952,3.09,0.45,9.4,1211
0.99856,3.45,0.45,9.4,1212
0.99432,3.19,0.38,10.4,1213
0.99273,3.18,0.52,10.5,1214
0.99402,2.89,0.49,9.5,1215
0.9944,3.44,0.37,9.7,1216
0.9925,3.35,0.46,10.0,1217
0.98862,3.22,0.38,12.6,1218
0.98913,3.41,0.33,13.7,1219
0.9951,3.02,0.42,10.5,1220
0.9982,3.04,0.48,9.2,1221
0.99567,3.17,0.38,10.6,1222
0.98939,3.0,0.52,11.9,1223
0.9954,3.04,0.65,10.4,1224
0.9938,3.2,0.49,10.8,1225
0.9917,3.19,0.48,10.5,1226
0.9954,3.07,0.5,9.4,1227
0.99284,3.3,0.59,10.5,1228
0.9954,3.12,0.61,9.9,1229
0.9932,3.11,0.75,10.3,1230
0.9899,3.11,0.31,11.8,1231
0.9998,3.36,0.41,9.1,1232
0.998,3.35,0.45,9.5,1233
0.9929,3.08,0.55,9.0,1234
0.99475,3.32,0.43,10.0,1235
0.9922,3.3,0.49,11.8,1236
0.99188,3.13,0.65,12.9,1237
0.9961,3.17,0.47,8.9,1238
0.9932,3.08,0.66,12.0,1239
0.9982,3.24,0.51,9.2,1240
0.99232,3.2,0.45,10.0,1241
0.9894,3.36,0.33,12.1,1242
0.9956,2.95,0.52,9.5,1243
0.98869,3.34,0.38,12.8,1244
0.99146,3.05,0.56,11.1,1245
0.98958,3.18,0.7,11.7,1246
0.9954,3.25,0.54,10.4,1247
0.99175,3.47,0.52,11.2,1248
0.9954,3.14,0.45,9.6,1249
0.99654,2.89,0.42,9.0,1250
0.98815,3.32,0.5,13.5,1251
0.9926,3.39,0.54,10.2,1252
0.99676,3.2,0.35,9.8,1253
0.99121,3.23,0.6,11.3,1254
0.9914,3.32,0.37,12.2,1255
0.99164,3.13,0.63,12.6,1256
0.99047,2.88,0.47,11.2,1257
0.99095,3.17,0.58,11.0,1258
0.996,3.16,0.52,9.7,1259
0.9942,3.24,0.35,9.5,1260
0.994,3.14,0.58,9.5,1261
0.9924,3.06,0.41,9.5,1262
0.9918,3.23,0.53,11.0,1263
0.98742,3.31,0.4,13.6,1264
0.99825,2.9,0.44,8.7,1265
0.99576,3.11,0.61,10.6,1267
0.9935,3.11,0.42,9.5,1268
0.99865,3.12,0.53,9.0,1269
0.991,3.42,0.42,11.8,1270
0.98895,3.28,0.36,12.4,1271
0.9966,3.08,0.4,9.3,1272
0.99261,2.94,0.63,10.0,1273
0.99545,3.23,0.52,9.3,1274
0.992,2.96,0.33,10.5,1275
0.99171,3.27,0.5,12.4,1276
0.99135,3.37,0.38,11.2,1277
0.9966,3.33,0.46,9.5,1278
0.99106,3.06,0.42,11.1,1279
0.9968,3.08,0.6,9.4,1280
0.99204,3.36,0.73,12.6,1281
0.9981,3.13,0.4,9.9,1282
0.994,3.27,0.52,9.8,1283
0.99807,2.94,0.41,8.8,1284
0.9936,3.15,0.34,11.9,1285
0.99235,3.22,0.54,11.0,1286
0.9986,3.1,0.5,9.2,1287
0.9937,3.35,0.61,9.9,1288
0.99204,3.15,0.42,10.2,1289
1.0,3.3,0.41,8.7,1290
0.99252,3.07,0.57,10.6,1291
1.0,3.24,0.76,8.5,1292
0.9994,3.34,0.67,8.8,1293
0.9949,3.19,0.46,9.8,1294
0.98949,3.24,0.36,12.6,1295
0.9999,3.22,0.42,8.8,1296
0.9936,3.09,0.59,10.2,1297
0.991,3.08,0.74,12.1,1298
0.99604,2.96,0.51,9.7,1299
0.9902,3.14,0.38,12.4,1300
0.992,3.03,0.3,11.9,1301
0.99225,3.15,0.46,10.2,1302
0.9986,3.48,0.36,10.0,1303
0.9922,3.3,0.46,10.8,1304
0.9986,3.04,0.46,8.9,1305
0.9953,2.96,0.4,10.9,1306
0.98934,3.29,0.5,12.7,1307
0.9941,3.42,0.68,10.6,1308
0.99158,3.22,0.52,11.5,1309
0.9927,3.21,0.38,9.8,1310
0.9951,3.52,0.54,10.2,1311
0.9912,3.18,0.44,12.8,1312
0.99208,3.05,0.54,9.8,1313
0.99124,2.96,0.37,12.5,1314
0.9948,3.05,0.54,11.1,1315
0.9903,3.3,0.59,12.6,1316
0.99825,2.9,0.44,8.7,1317
0.99956,3.11,0.53,9.1,1318
0.9913,3.53,0.43,11.7,1319
0.9931,3.17,0.64,10.6,1320
0.9911,3.34,0.55,11.3,1321
0.99354,3.14,0.51,8.7,1322
0.99216,3.18,0.4,11.0,1323
0.9917,2.96,0.4,12.6,1324
0.9945,3.49,0.44,10.5,1325
0.99408,2.99,0.58,9.9,1326
0.9953,3.37,0.52,9.3,1327
0.9913,3.22,0.27,11.2,1328
0.99808,3.0,0.52,9.0,1329
0.9984,3.06,0.45,9.1,1330
0.9902,3.06,0.52,11.2,1331
0.9952,3.05,0.3,10.3,1332
0.9944,3.15,0.41,9.4,1333
0.9924,3.23,0.66,10.3,1334
0.9954,3.06,0.52,9.9,1335
0.99045,3.32,0.62,11.3,1336
0.99758,3.54,0.74,10.4,1337
1.001,3.0,0.45,8.8,1338
0.9944,3.14,0.41,10.8,1339
0.99165,3.26,0.6,11.5,1340
0.9893,3.07,0.33,12.2,1341
0.9918,3.06,0.62,11.1,1342
0.9928,2.99,0.36,10.0,1343
0.99193,3.2,0.46,12.0,1344
0.98892,3.03,0.33,12.7,1345
0.99382,3.15,0.48,9.7,1346
0.9899,3.25,0.41,12.6,1347
0.99091,3.02,0.5,11.0,1348
0.9978,3.1,0.49,9.3,1349
0.98962,3.19,0.75,12.4,1350
0.99133,3.19,0.52,11.1,1351
0.9924,3.15,0.5,11.0,1352
0.99855,3.24,0.48,9.0,1353
0.9918,3.24,0.66,12.6,1354
0.9984,3.06,0.45,9.1,1355
0.9995,3.03,0.42,9.2,1356
0.99198,3.22,0.49,12.2,1357
0.99362,3.06,0.6,9.9,1358
0.99851,3.26,0.51,8.9,1359
0.99189,3.18,0.53,11.9,1360
0.99074,3.16,0.51,11.0,1361
0.99424,3.16,0.5,9.3,1362
0.9908,3.08,0.56,12.9,1363
0.99551,3.18,0.48,9.5,1364
0.992,3.26,0.45,10.4,1365
0.99288,3.08,0.43,10.0,1366
0.9946,3.32,0.38,12.3,1367
0.99805,2.93,0.44,9.2,1368
0.993,2.89,0.34,10.9,1369
